"","Site_ID","Year","Plant_genus","Plant_species","Plant.ID","Fruit.nÂº","Fruit.weight2","Seeds2","Seed.weight","Notes"
"488","Elpozo",2015,"Rosmarinus","officinalis","A3","d",0.00311,3,0.00095,NA
"489","Elpozo",2015,"Rosmarinus","officinalis","B1","a",0.00211,3,0.00023,"1 aborto"
"490","Elpozo",2015,"Rosmarinus","officinalis","B1","a",0.00211,3,0.00042,NA
"491","Elpozo",2015,"Rosmarinus","officinalis","B1","b",0.00263,4,0.00112,NA
"492","Elpozo",2015,"Rosmarinus","officinalis","B1","c",0.00347,3,0.00043,"1 aborto"
"493","Elpozo",2015,"Rosmarinus","officinalis","B1","c",0.00347,3,0.00087,NA
"494","Elpozo",2015,"Rosmarinus","officinalis","B1","d",0.00271,3,0.00032,"1 aborto"
"495","Elpozo",2015,"Rosmarinus","officinalis","B1","d",0.00271,3,0.00057,NA
"496","Elpozo",2015,"Rosmarinus","officinalis","B2","a",0.00426,3,0.00062,"1 aborto"
"497","Elpozo",2015,"Rosmarinus","officinalis","B2","a",0.00426,3,0.00108,NA
"498","Elpozo",2015,"Rosmarinus","officinalis","B2","b",0.00253,3,0.00037,"1 aborto"
"499","Elpozo",2015,"Rosmarinus","officinalis","B2","b",0.00253,3,0.00064,NA
"500","Elpozo",2015,"Rosmarinus","officinalis","B2","c",0.00236,4,0.00107,NA
"501","Elpozo",2015,"Rosmarinus","officinalis","B3","a",0.00311,4,0.00154,NA
"502","Elpozo",2015,"Rosmarinus","officinalis","B3","b",0.00252,3,3e-04,"1 aborto"
"503","Elpozo",2015,"Rosmarinus","officinalis","B3","b",0.00252,3,0.00069,NA
"504","Elpozo",2015,"Rosmarinus","officinalis","B3","c",0.0036,4,0.0018,NA
"505","Elpozo",2015,"Spartium","junceum","A1","a",0.08271,3,0.01202,NA
"506","Elpozo",2015,"Spartium","junceum","A1","b",0.10337,3,0.01983,NA
"507","Elpozo",2015,"Spartium","junceum","A2","a",0.1447,3,0.00237,"1 aborto"
"508","Elpozo",2015,"Spartium","junceum","A2","a",0.1447,3,0.00535,NA
"509","Elpozo",2015,"Spartium","junceum","A2","b",0.1664,3,0.0023,"2 abortos"
"510","Elpozo",2015,"Spartium","junceum","A2","b",0.1664,3,0.00555,NA
"511","Elpozo",2015,"Spartium","junceum","A3","a",0.1211,2,0.00484,"1 aborto"
"512","Elpozo",2015,"Spartium","junceum","A3","a",0.1211,2,0.00459,NA
"513","Elpozo",2015,"Spartium","junceum","B1","a",0.15896,4,0.01398,NA
"514","Elpozo",2015,"Spartium","junceum","B2","a",0.11502,2,0.00633,"3 abortos"
"515","Elpozo",2015,"Spartium","junceum","B2","a",0.11502,2,0.00545,NA
"516","Elpozo",2015,"Spartium","junceum","B2","b",0.19051,5,0.021,NA
"517","Elpozo",2015,"Spartium","junceum","B3","a",0.09862,6,0.00227,"5 abortos"
"518","CotitodeSantaTeresa",2015,"Astragalus","lusitanicus","A1","a",0.25902,3,0.0039,"1 aborto"
"519","CotitodeSantaTeresa",2015,"Astragalus","lusitanicus","A1","a",0.25902,3,0.00753,NA
"520","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","a",0.00238,3,3e-04,"1 aborto"
"521","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","a",0.00238,3,0.00061,NA
"522","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","b",0.00215,2,0.00067,"2 abortos"
"523","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","b",0.00215,2,0.00059,NA
"524","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","A1","c",0.00168,1,0.00044,"3 abortos"
"525","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","a",0.00206,2,0.00047,"2 abortos"
"526","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","a",0.00206,2,0.00053,NA
"527","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","b",0.00148,2,0.00025,"2 abortos"
"528","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B1","b",0.00148,2,0.00021,NA
"529","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","a",0.00366,2,0.00072,"2 abortos"
"530","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","a",0.00366,2,0.00069,NA
"531","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B2","b",0.00194,1,0.00048,"3 abortos"
"532","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","a",0.00207,0,0,"Predado"
"533","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","b",0.0023,0,0,"Predado"
"534","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","c",0.00219,2,3e-04,"1 aborto"
"535","CotitodeSantaTeresa",2015,"Rosmarinus","officinalis","B3","c",0.00219,2,0.00035,NA
"536","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A1","a",0.10811,56,0.05789,NA
"537","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A1","b",0.08007,39,0.04057,NA
"538","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A2","a",0.06343,28,0.01888,NA
"539","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A2","b",0.05467,13,0.00899,NA
"540","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A3","a",0.0959,46,0.03728,NA
"541","CotitodeSantaTeresa",2015,"Cistus","salvifolius","A3","b",0.08175,51,0.0371,NA
"542","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B1","a",0.09982,31,0.04408,NA
"543","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B1","b",0.10173,48,0.05244,NA
"544","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B2","a",0.08438,34,0.03787,NA
"545","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B2","b",0.07961,32,0.03683,NA
"546","CotitodeSantaTeresa",2015,"Cistus","salvifolius","B3","a",0.0872,46,0.04662,NA
"547","CotitodeSantaTeresa",2015,"Cistus","albidus","A1","a",0.15217,91,0.07489,NA
"548","CotitodeSantaTeresa",2015,"Cistus","albidus","A1","b",0.13351,89,0.07306,NA
"549","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","a",0.09047,48,0.04717,NA
"550","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","b",0.09882,0,0,"Predado"
"551","CotitodeSantaTeresa",2015,"Cistus","albidus","A2","c",0.14952,111,0.08912,NA
"552","CotitodeSantaTeresa",2015,"Cistus","albidus","B1","a",0.14902,0,0,"Predado"
"553","CotitodeSantaTeresa",2015,"Cistus","albidus","B1","b",0.15561,106,0.0849,NA
"554","CotitodeSantaTeresa",2015,"Cistus","albidus","B2","a",0.14472,88,0.06886,NA
"555","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","a",0.00427,3,0.00092,"1 aborto"
"556","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","a",0.00427,3,0.002,NA
"557","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","b",0.00442,2,0.00097,"2 abortos"
"558","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","b",0.00442,2,0.00071,NA
"559","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A1","c",0.00272,1,0.00095,"3 abortos"
"560","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","a",0.00725,3,0.00108,"1 aborto"
"561","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","a",0.00725,3,0.00206,NA
"562","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","b",0.00459,2,0.00082,"2 abortos"
"563","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A2","b",0.00459,2,0.0091,NA
"564","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A3","a",0.00469,2,0.00088,"2 abortos"
"565","CotitodeSantaTeresa",2015,"Lavandula","stoechas","A3","a",0.00469,2,0.00091,NA
"566","Lasmulas",2015,"Cistus","libanotis","A1","a",0.02311,16,0.01349,NA
"567","Lasmulas",2015,"Cistus","libanotis","A1","b",0.02398,0,0,"Predado"
"568","Lasmulas",2015,"Cistus","libanotis","A1","c",0.03741,15,0.01455,NA
"569","Lasmulas",2015,"Cistus","libanotis","A2","a",0.0218,12,0.00639,NA
"570","Lasmulas",2015,"Cistus","libanotis","A3","a",0.0162,10,0.00836,NA
"571","Lasmulas",2015,"Cistus","libanotis","B1","a",0.02716,16,0.01255,NA
"572","Lasmulas",2015,"Cistus","libanotis","B1","b",0.02681,10,0.00825,NA
"573","Lasmulas",2015,"Cistus","libanotis","B2","a",0.02432,9,0.00733,NA
"574","Lasmulas",2015,"Cistus","libanotis","B2","b",0.02511,11,0.00987,NA
"575","Lasmulas",2015,"Cistus","libanotis","B3","a",0.02791,20,0.0167,NA
"576","Lasmulas",2015,"Lavandula","stoechas","A1","a",0.00297,2,0.00028,NA
"577","Lasmulas",2015,"Lavandula","stoechas","A1","b",0.00548,3,0.00051,"1 aborto"
"578","Lasmulas",2015,"Lavandula","stoechas","A1","b",0.00548,3,0.00093,NA
"579","Lasmulas",2015,"Lavandula","stoechas","A1","c",0.0041,2,0.00079,"2 abortos"
"580","Lasmulas",2015,"Lavandula","stoechas","A1","c",0.0041,2,0.00075,NA
"581","Lasmulas",2015,"Lavandula","stoechas","A2","a",0.00474,4,0.00045,NA
"582","Lasmulas",2015,"Lavandula","stoechas","A2","b",0.0064,3,0.00061,"1 aborto"
"583","Lasmulas",2015,"Lavandula","stoechas","A2","b",0.0064,3,0.00113,NA
"584","Lasmulas",2015,"Lavandula","stoechas","A3","a",0.00522,2,0.00064,"2 abortos"
"585","Lasmulas",2015,"Lavandula","stoechas","A3","a",0.00522,2,0.00059,NA
"586","Lasmulas",2015,"Lavandula","stoechas","B1","a",0.00549,4,0.00133,NA
"587","Lasmulas",2015,"Lavandula","stoechas","B1","b",0.0059,4,0.00162,NA
"588","Lasmulas",2015,"Lavandula","stoechas","B2","a",0.0072,4,0.00222,NA
"589","Lasmulas",2015,"Lavandula","stoechas","B3","a",0.00476,2,4e-04,"2 abortos"
"590","Lasmulas",2015,"Lavandula","stoechas","B3","a",0.00476,2,0.00046,NA
"591","Lasmulas",2015,"Lavandula","stoechas","B3","b",0.00375,2,0.00046,"2 abortos"
"592","Lasmulas",2015,"Lavandula","stoechas","B3","b",0.00375,2,0.00035,NA
"593","Lasmulas",2015,"Lavandula","stoechas","C1","a",0.00354,2,0.00043,"2 abortos"
"594","Lasmulas",2015,"Lavandula","stoechas","C1","a",0.00354,2,0.00057,NA
"595","Lasmulas",2015,"Lavandula","stoechas","C1","b",0.00252,0,0,"Predado"
"596","Lasmulas",2015,"Lavandula","stoechas","C1","c",0.00286,1,0.00035,"2 abortos"
"597","Lasmulas",2015,"Lavandula","stoechas","C2","a",0.00305,1,0.00029,"1 aborto"
"598","Lasmulas",2015,"Lavandula","stoechas","C3","a",0.0062,4,0.00182,NA
"599","Lasmulas",2015,"Cistus","ladanifer","A1","a",0.36951,326,0.09893,NA
"600","Lasmulas",2015,"Cistus","ladanifer","A2","a",0.42075,407,0.11671,NA
"601","Lasmulas",2015,"Cistus","ladanifer","A2","b",0.47543,593,0.1395,NA
"602","Lasmulas",2015,"Cistus","ladanifer","A3","a",0.31742,288,0.08383,NA
"603","Lasmulas",2015,"Cistus","ladanifer","B3","a",0.41135,520,0.12319,NA
"604","Lasmulas",2015,"Halimium","commutatum","A3","a",0.02335,3,0.00745,NA
"605","Lasmulas",2015,"Halimium","commutatum","A3","b",0.01797,0,0,"Predado"
"606","Lasmulas",2015,"Halimium","commutatum","B2","a",0.03137,3,0.00985,NA
"607","Lasmulas",2015,"Cistus","salvifolius","A1","a",0.07596,0,0,"Predado"
"608","Lasmulas",2015,"Cistus","salvifolius","A1","b",0.10567,42,0.04114,NA
"609","Lasmulas",2015,"Cistus","salvifolius","A2","a",0.09615,34,0.03937,NA
"610","Lasmulas",2015,"Cistus","salvifolius","A3","a",0.10332,40,0.05292,NA
"611","Lasmulas",2015,"Cistus","salvifolius","B1","a",0.09885,53,0.05298,NA
"612","Lasmulas",2015,"Cistus","salvifolius","B1","b",0.10868,61,0.05618,NA
"613","Lasmulas",2015,"Cistus","salvifolius","B1","c",0.10548,59,0.06128,NA
"614","Villamanriqueeste",2015,"Cistus","salvifolius","A1","a",0.11175,19,0.02509,NA
"615","Villamanriqueeste",2015,"Cistus","salvifolius","A1","b",0.05883,14,0.01889,NA
"616","Villamanriqueeste",2015,"Cistus","salvifolius","A1","c",0.04486,0,0,"Predado"
"617","Villamanriqueeste",2015,"Cistus","salvifolius","A2","a",0.11613,52,0.05686,NA
"618","Villamanriqueeste",2015,"Cistus","salvifolius","A2","b",0.15003,63,0.07303,NA
"619","Villamanriqueeste",2015,"Cistus","salvifolius","A2","c",0.10818,53,0.05394,NA
"620","Villamanriquesur",2015,"Halimium","halimifolium","A1","a",0.04139,25,0.01152,NA
"621","Villamanriquesur",2015,"Halimium","halimifolium","A1","b",0.02681,15,0.00394,NA
"622","Villamanriquesur",2015,"Halimium","halimifolium","A2","a",0.0391,20,0.00829,NA
"623","Villamanriquesur",2015,"Halimium","halimifolium","A2","b",0.03138,21,0.00389,NA
"624","Villamanriquesur",2015,"Halimium","halimifolium","A3","a",0.02288,4,0.00243,NA
"625","Villamanriquesur",2015,"Halimium","halimifolium","B1","a",0.03127,15,0.00236,NA
"626","Villamanriquesur",2015,"Halimium","halimifolium","B1","b",0.0432,26,0.00767,NA
"627","Villamanriquesur",2015,"Halimium","halimifolium","B2","a",0.03763,13,0.00582,NA
"628","Villamanriquesur",2015,"Halimium","halimifolium","B2","b",0.03359,17,0.00705,NA
"629","Villamanriquesur",2015,"Halimium","halimifolium","B3","a",0.03655,25,0.01051,NA
"630","Villamanriquesur",2015,"Cistus","crispus","A1","a",0.0202,0,0,"Predado"
"631","Villamanriquesur",2015,"Cistus","crispus","A1","b",0.02262,0,0,"Predado"
"632","Villamanriquesur",2015,"Cistus","crispus","A1","c",0.01932,0,0,"Predado"
"633","Villamanriquesur",2015,"Cistus","crispus","A1","d",0.0218,0,0,"Predado"
"634","Villamanriquesur",2015,"Cistus","crispus","A1","e",0.03855,0,0,"Predado"
"635","Villamanriquesur",2015,"Cistus","crispus","B1","a",0.08967,54,0.02584,NA
"636","Villamanriquesur",2015,"Cistus","crispus","B1","b",0.05972,33,0.01613,NA
"637","Villamanriquesur",2015,"Cistus","crispus","B2","a",0.10664,68,0.03459,NA
"638","Villamanriquesur",2015,"Cistus","crispus","B2","b",0.05508,40,0.01758,NA
"639","Villamanriquesur",2015,"Cistus","crispus","B2","c",0.0629,14,0.00865,NA
"640","Villamanriquesur",2015,"Cistus","crispus","B2","d",0.0737,29,0.01549,NA
"641","Villamanriquesur",2015,"Cistus","salvifolius","A1","a",0.12077,48,0.06051,NA
"642","Villamanriquesur",2015,"Cistus","salvifolius","A1","b",0.12729,52,0.06324,NA
"643","Villamanriquesur",2015,"Cistus","salvifolius","A1","c",0.1248,43,0.05675,NA
"644","Villamanriquesur",2015,"Cistus","salvifolius","A1","d",0.13632,49,0.06278,NA
"645","Villamanriquesur",2015,"Cistus","ladanifer","A1","a",0.46902,580,0.17449,NA
"646","Villamanriquesur",2015,"Cistus","ladanifer","A1","b",0.47118,411,0.13702,NA
"647","Villamanriquesur",2015,"Cistus","ladanifer","B1","b",0.32672,320,0.1052,NA
"648","Villamanriquesur",2015,"Cistus","ladanifer","B1","c",0.41333,416,0.12793,NA
"649","Villamanriquesur",2015,"Lavandula","stoechas","A3","a",0.00369,2,0.00142,NA
"650","Villamanriquesur",2015,"Lavandula","stoechas","A3","b",0.00521,3,0.00118,NA
"651","Villamanriquesur",2015,"Lavandula","stoechas","A3","c",0.00427,2,0.00161,NA
"652","Villamanriquesur",2015,"Lavandula","stoechas","B1","a",0.00347,1,0.00121,NA
"653","Villamanriquesur",2015,"Lavandula","stoechas","B1","b",0.00436,1,0.00117,NA
"654","Villamanriquesur",2015,"Lavandula","stoechas","B1","c",0.00427,1,0.00104,NA
"655","Villamanriquesur",2015,"Lavandula","stoechas","B2","a",0.00362,0,0,"Predado"
"656","Villamanriquesur",2015,"Lavandula","stoechas","B2","b",0.00409,1,0.00095,NA
"657","Elpinar",2015,"Rosmarinus","officinalis","A1","a",0.00303,2,0.00073,"1 aborto"
"658","Elpinar",2015,"Rosmarinus","officinalis","A1","a",0.00303,2,0.00049,NA
"659","Elpinar",2015,"Rosmarinus","officinalis","A1","b",0.00214,3,0.00101,NA
"660","Elpinar",2015,"Rosmarinus","officinalis","A1","c",0.00198,4,0.00127,NA
"661","Elpinar",2015,"Rosmarinus","officinalis","A2","a",0.00251,4,0.00181,NA
"662","Elpinar",2015,"Rosmarinus","officinalis","A2","b",0.00299,3,0.00061,"1 aborto"
"663","Elpinar",2015,"Rosmarinus","officinalis","A2","b",0.00299,3,0.00127,NA
"664","Elpinar",2015,"Rosmarinus","officinalis","A3","a",0.00184,4,0.00088,NA
"665","Elpinar",2015,"Rosmarinus","officinalis","B1","a",0.00227,1,0.00072,"3 abortos"
"666","Elpinar",2015,"Rosmarinus","officinalis","B1","b",0.0025,2,0.00049,"2 abortos"
"667","Elpinar",2015,"Rosmarinus","officinalis","B1","b",0.0025,2,0.00054,NA
"668","Elpinar",2015,"Rosmarinus","officinalis","B2","a",0.0022,2,4e-04,"2 abortos"
"669","Elpinar",2015,"Rosmarinus","officinalis","B2","a",0.0022,2,0.00039,NA
"670","Elpinar",2015,"Rosmarinus","officinalis","B2","b",0.0029,1,0.00105,"2 abortos"
"671","Elpinar",2015,"Rosmarinus","officinalis","B3","a",0.00225,2,0.00053,"2 abortos"
"672","Elpinar",2015,"Rosmarinus","officinalis","B3","a",0.00225,2,0.00041,NA
"673","Elpinar",2015,"Rosmarinus","officinalis","C1","a",0.00216,2,0.00045,"2 abortos"
"674","Elpinar",2015,"Rosmarinus","officinalis","C1","a",0.00216,2,0.00047,NA
"675","Elpinar",2015,"Rosmarinus","officinalis","C3","a",0.00207,2,0.00046,"2 abortos"
"676","Elpinar",2015,"Rosmarinus","officinalis","C3","a",0.00207,2,0.00052,NA
"677","Elpinar",2015,"Rosmarinus","officinalis","C3","b",0.00255,3,0.00034,"1 aborto"
"678","Elpinar",2015,"Rosmarinus","officinalis","C3","b",0.00255,3,0.00071,NA
"679","Elpinar",2015,"Rosmarinus","officinalis","C3","c",0.00204,1,0.00075,"3 abortos"
"680","PinaresdeHinojos",2015,"Cistus","libanotis","A1","a",0.02612,13,0.00641,NA
"681","PinaresdeHinojos",2015,"Cistus","libanotis","A2","a",0.02603,21,0.00539,NA
"682","PinaresdeHinojos",2015,"Cistus","libanotis","A3","a",0.02101,9,0.00591,NA
"683","PinaresdeHinojos",2015,"Cistus","libanotis","A3","b",0.02362,16,0.00772,NA
"684","PinaresdeHinojos",2015,"Cistus","libanotis","B1","a",0.04496,12,0.00943,NA
"685","PinaresdeHinojos",2015,"Cistus","libanotis","B1","b",0.03745,16,0.01073,NA
"686","PinaresdeHinojos",2015,"Cistus","libanotis","B2","a",0.042,13,0.01167,NA
"687","PinaresdeHinojos",2015,"Cistus","libanotis","B3","a",0.03979,21,0.01279,NA
"688","PinaresdeHinojos",2015,"Cistus","libanotis","B3","b",0.05684,24,0.02079,NA
"689","PinaresdeHinojos",2015,"Cistus","salvifolius","A1","a",0.10492,33,0.03699,NA
"690","PinaresdeHinojos",2015,"Cistus","salvifolius","A1","b",0.14251,37,0.05754,NA
"691","PinaresdeHinojos",2015,"Cistus","salvifolius","A2","a",0.14877,44,0.06889,NA
"692","PinaresdeHinojos",2015,"Cistus","salvifolius","A3","a",0.10559,36,0.05092,NA
"693","PinaresdeHinojos",2015,"Cistus","salvifolius","B1","a",0.06592,0,0,"Predado"
"694","PinaresdeHinojos",2015,"Cistus","salvifolius","B1","b",0.08923,22,0.0296,NA
"695","PinaresdeHinojos",2015,"Cistus","salvifolius","B2","a",0.10248,44,0.05498,NA
"696","PinaresdeHinojos",2015,"Cistus","salvifolius","B2","b",0.10526,30,0.04464,NA
"697","PinaresdeHinojos",2015,"Cistus","salvifolius","B3","a",0.10817,62,0.0537,NA
"698","PinaresdeHinojos",2015,"Retama","sphaerocarpa","B2","a",0.14628,3,0.0066,"Predado"
"699","PinaresdeHinojos",2015,"Retama","sphaerocarpa","B2","a",0.14628,3,0.01322,NA
"700","Esparragal",2015,"Halimium","halimifolium","A1","a",0.04837,13,0.00777,NA
"701","Esparragal",2015,"Halimium","halimifolium","A1","b",0.04989,14,0.00709,NA
"702","Esparragal",2015,"Halimium","halimifolium","A1","c",0.04782,12,0.00687,NA
"703","Esparragal",2015,"Halimium","halimifolium","A2","a",0.05037,16,0.00724,NA
"704","Esparragal",2015,"Halimium","halimifolium","A2","b",0.04675,12,0.0067,NA
"705","Esparragal",2015,"Halimium","halimifolium","A3","a",0.04763,6,0.00383,NA
"706","Esparragal",2015,"Halimium","halimifolium","A3","b",0.05706,15,0.00869,NA
"707","Esparragal",2015,"Cistus","salvifolius","A1","a",0.0653,20,0.0243,NA
"708","Esparragal",2015,"Cistus","salvifolius","A1","b",0.05419,0,0,NA
"709","Esparragal",2015,"Cistus","salvifolius","A2","a",0.07719,14,0.01332,NA
"710","Esparragal",2015,"Cistus","salvifolius","A3","a",0.07258,13,0.01737,NA
"711","Esparragal",2015,"Lavandula","pedunculata","A1","a",0.00265,2,0.00116,NA
"712","Esparragal",2015,"Lavandula","pedunculata","A1","b",0.00303,1,0.00086,NA
"713","Esparragal",2015,"Lavandula","pedunculata","A2","a",0.00307,3,0.00064,NA
"714","Esparragal",2015,"Lavandula","pedunculata","A2","b",0.00375,2,0.00151,NA
"715","Esparragal",2015,"Lavandula","pedunculata","A3","a",0.00295,0,0,"Predado"
"716","Esparragal",2015,"Lavandula","pedunculata","A3","b",0.00339,1,0.00089,NA
"717","Esparragal",2015,"Lavandula","pedunculata","A3","c",0.0023,0,0,"Predado"
"718","Esparragal",2015,"Lavandula","pedunculata","B1","a",0.00195,3,0.00011,NA
"719","Esparragal",2015,"Lavandula","pedunculata","B1","b",0.00225,2,2e-04,NA
"720","Esparragal",2015,"Lavandula","pedunculata","B1","c",0.00196,1,5e-05,NA
"721","Esparragal",2015,"Lavandula","pedunculata","B2","a",0.00143,1,3e-05,NA
"722","Esparragal",2015,"Lavandula","pedunculata","B2","b",0.0014,0,0,"Predado"
"723","Esparragal",2015,"Lavandula","pedunculata","B2","c",0.00202,1,0.00018,NA
"724","Esparragal",2015,"Lavandula","pedunculata","B3","a",0.00234,1,0.00062,NA
"725","Esparragal",2015,"Lavandula","pedunculata","B3","b",0.00148,0,0,"Predado"
"726","Esparragal",2015,"Lavandula","pedunculata","B3","c",0.00245,2,0.00097,NA
